epoch,train_loss,test_loss,task_loss,temporal_loss,pattern_evolution_loss
150,2.4079536514282225,2.688719019293785,2.4075693836212158,0.003491525195538998,0.0003511906162602827
151,2.4094086627960207,2.698922321200371,2.4090479202270507,0.003469155875965953,0.0001383376629964914
152,2.402631586074829,2.688337132334709,2.402230291366577,0.0035244924183934928,0.0004884301870479249
153,2.408274036407471,2.6958866640925407,2.4077762060165404,0.0034430336877703666,0.0015352509362855926
154,2.402309041976929,2.6995078399777412,2.4018485994338987,0.003572456115856767,0.0010319147361442446
155,2.402976119995117,2.6862256824970245,2.402541561126709,0.003569938225671649,0.0007757176830782555
156,2.39911861038208,2.684361979365349,2.3986787805557253,0.0035585532914847134,0.0008397271679714322
157,2.3997202291488646,2.6999864131212234,2.3992218818664552,0.003546199640259147,0.0014371355953626335
158,2.3987252473831178,2.6943647414445877,2.397513524055481,0.0035696392506361007,0.008547551526455208
159,2.3952376461029052,2.696561388671398,2.394841121673584,0.0035139107778668402,0.00045129418338183314
160,2.394341633796692,2.6924984008073807,2.39396914768219,0.0036030006799846886,0.0001220069138216786
161,2.3888718490600587,2.6768604665994644,2.3884469795227052,0.0036190480887889863,0.0006295883854036219
162,2.391628709793091,2.6799783557653427,2.3912447299957273,0.0035189223270863297,0.000320849756593816
163,2.388692897796631,2.67317596077919,2.3883107528686525,0.003582290785387158,0.00023920038991491311
164,2.390293152809143,2.694873057305813,2.389799126625061,0.003552212279289961,0.0013880109730525874
165,2.388019528388977,2.7188881784677505,2.3876373901367187,0.003562380773946643,0.00025907053766422903
166,2.3898258666992187,2.7041440159082413,2.3893527164459227,0.0036152622140944004,0.001116261366289109
167,2.3871052684783938,2.7030002549290657,2.386691732406616,0.003582216288894415,0.0005528876723838039
168,2.3930290222167967,2.6920702010393143,2.392585247039795,0.0035828984435647727,0.0008549113440676592
169,2.386411527633667,2.678163893520832,2.3851497859954836,0.0036074217278510333,0.009009986347286031
170,2.379997669219971,2.6849083676934242,2.3794843196868896,0.003636413024738431,0.0014971228493377566
171,2.379289222717285,2.686582513153553,2.3789093265533445,0.0035986415427178143,0.00020021756176720373
172,2.3777523441314696,2.6828311383724213,2.3773467483520507,0.0036359761990606785,0.0004198467860696837
173,2.3788046836853027,2.6694119423627853,2.3783118076324463,0.003627305381000042,0.0013013877808116376
174,2.3796484861373903,2.693479523062706,2.379251000404358,0.003603487143293023,0.0003713690986332949
175,2.3774827308654785,2.6766726076602936,2.377106704711914,0.0036563640143722296,0.0001038131023524329
176,2.373116268157959,2.6966142505407333,2.372722743988037,0.0035645201578736307,0.00037056798132834956
177,2.3737194957733156,2.685604065656662,2.373242120742798,0.0035656877756118774,0.0012081770838121883
178,2.371253454208374,2.72485913336277,2.3707831602096556,0.003603351291269064,0.0010995586331700906
179,2.3719563598632813,2.6697987020015717,2.3715750789642334,0.0035416411291807888,0.00027113726205425337
180,2.3692804317474367,2.6817410588264465,2.3688074073791503,0.0035744523108005525,0.0011557789805228822
181,2.370064401626587,2.6850472167134285,2.3696759004592893,0.003555384695529938,0.00032985754907713274
182,2.369101110458374,2.7113761082291603,2.3687186698913574,0.003567717643454671,0.0002566946687584277
183,2.363113618850708,2.719455674290657,2.362705669403076,0.0035106077380478383,0.0005689311593887396
184,2.367633762359619,2.6993554458022118,2.3667084264755247,0.0035290507432073357,0.005724351254990325
185,2.3651436061859132,2.70529405772686,2.3645808334350584,0.0035874995924532415,0.0020402735240058973
186,2.36390962600708,2.6921776458621025,2.3635217247009277,0.0035350020825862883,0.00034400805906625463
187,2.3622089796066286,2.6978153958916664,2.3618396940231325,0.003471923254430294,0.00022090732894139363
188,2.3610507736206054,2.6820274591445923,2.3605744075775146,0.0034522597342729567,0.0013115961612202227
189,2.360120948791504,2.7051111087203026,2.3597191038131715,0.0034318127669394015,0.000586617662862409
190,2.360054883003235,2.675547607243061,2.359444272994995,0.0034237512685358525,0.0026822888620663433
191,2.3587969274520875,2.6625935435295105,2.3584414472579955,0.003369573570787907,0.00018520730172167532
192,2.3603605031967163,2.6806625723838806,2.360011862754822,0.0033500345330685377,0.00013621720229275525
193,2.357108594894409,2.689614601433277,2.35672908782959,0.0033841542601585387,0.0004109740755520761
194,2.354650442123413,2.6740012913942337,2.353845580101013,0.00334979435056448,0.004698792180861346
195,2.3515431690216064,2.7210510596632957,2.3511911735534667,0.0033520980644971133,0.00016788075989461503
196,2.3548255004882814,2.6713485568761826,2.3544762620925903,0.0033764416370540857,0.0001159079056524206
197,2.353161298751831,2.6627592742443085,2.3527984342575072,0.0033383581805974246,0.0002904133317060769
198,2.3510958137512206,2.6626050174236298,2.3500747146606447,0.003333897776901722,0.006877070983638987
199,2.3536921167373657,2.655750058591366,2.353191089630127,0.003345515910536051,0.0016646721907309257
200,2.352676796913147,2.6572342067956924,2.3523382797241212,0.0033052526824176314,7.993007689947262e-05
201,2.352307527542114,2.6769872084259987,2.351971649169922,0.0032652465775609017,9.33684802002972e-05
202,2.3538535318374634,2.669112853705883,2.3534699239730834,0.003269844435155392,0.0005663283327012323
203,2.350440320968628,2.7149427607655525,2.3500894622802733,0.003273542206734419,0.00023517063731560484
204,2.3489455184936525,2.671494998037815,2.348562282562256,0.003237598542124033,0.000594776762300171
205,2.3440693159103394,2.6586423367261887,2.3437310743331907,0.003239052638411522,0.00014340733294375242
206,2.346234679222107,2.65555127710104,2.345885184288025,0.003265796843916178,0.0002290760005125776
207,2.3438176774978636,2.663811057806015,2.343469446182251,0.003243455149233341,0.00023901445110095665
208,2.344074800491333,2.6688848733901978,2.3437158079147338,0.0032396552208811043,0.0003504039017716423
209,2.339530725479126,2.6868744418025017,2.339112977027893,0.0032350243609398604,0.00094240030227229
210,2.342252082824707,2.675481900572777,2.3418951025009154,0.003225962348282337,0.00034393611311679705
211,2.33933403301239,2.687019392848015,2.338942813873291,0.0031709262393414973,0.0007411132369888946
212,2.3362717781066893,2.6834804862737656,2.3359298620224,0.003173543654382229,0.00024557192256907
213,2.339253942489624,2.6872496157884598,2.33891157245636,0.0031643879115581513,0.0002593271405494306
214,2.3327841215133667,2.6697580739855766,2.3307574014663697,0.003149040086194873,0.01711812578595709
215,2.332202127456665,2.6845400407910347,2.3318713159561155,0.0031435740813612937,0.00016446077375439926
216,2.3333249626159667,2.6728680059313774,2.333007453918457,0.003105077525600791,7.003428916505072e-05
217,2.333195994377136,2.6945173144340515,2.3328743753433225,0.003150309834629297,6.586966631584801e-05
218,2.335542205810547,2.66459783911705,2.335224838256836,0.003100627861917019,7.29522157489555e-05
219,2.332695650100708,2.674860790371895,2.3323325643539428,0.0030993451662361623,0.000531546336831525
220,2.3306914014816282,2.6687311232089996,2.330353959083557,0.003147322552278638,0.0002271639906684868
221,2.329977132797241,2.681491434574127,2.3296453609466554,0.0030947223361581563,0.00022304267482832073
222,2.33098764705658,2.6808203160762787,2.3305608081817626,0.003077420435845852,0.001190943338908255
223,2.3263176259994505,2.6580049470067024,2.3259958600997925,0.003108443843200803,0.00010916279605589808
224,2.3256826629638674,2.6874026507139206,2.3251792135238647,0.0030426470320671795,0.0019918659866089003
225,2.3222801504135133,2.65170556306839,2.321634135246277,0.003076868239790201,0.0033833499558386395
226,2.325222502708435,2.6686392948031425,2.32490474319458,0.0030472762268036603,0.0001302373502694536
227,2.32699782371521,2.670280061662197,2.326681355476379,0.003037318669259548,0.00012732802389655264
228,2.320391863822937,2.667119689285755,2.320077404022217,0.0030282217133790253,0.00011652110342402011
229,2.3194231576919555,2.670846037566662,2.31909054851532,0.003011258630082011,0.00031465855828719213
230,2.3183369731903074,2.638440228998661,2.317945490837097,0.0030160906184464693,0.0008987416625604965
231,2.3184392795562743,2.648678220808506,2.3180834283828737,0.003011197004467249,0.0005473050795262679
232,2.3165379476547243,2.6652578711509705,2.3161504917144775,0.0030132988784462213,0.0008611829985165968
233,2.3159134702682493,2.6483811289072037,2.3155416107177733,0.003008487055078149,0.0007100410553102847
234,2.311564727783203,2.640291340649128,2.311186714172363,0.0029545416776090862,0.0008254563988302834
235,2.317142592430115,2.6455152556300163,2.3168321838378905,0.002957170831039548,0.00014697465870995075
236,2.3171148414611817,2.653396785259247,2.316520995140076,0.002977727369405329,0.002960708571074065
237,2.316492829322815,2.6469919830560684,2.315994557380676,0.002963380988687277,0.0020194067888660355
238,2.310992456436157,2.652823932468891,2.3106712303161623,0.002899364145472646,0.0003129280545981601
239,2.3100446615219115,2.643475756049156,2.3097066116333007,0.0028660683389753103,0.0005145156575890724
240,2.3149233980178834,2.6764956936240196,2.313424249649048,0.0029228892847895623,0.012068771799094975
241,2.314769085884094,2.650730364024639,2.3144477396011354,0.002936323773115873,0.0002771557065716479
242,2.3098724403381348,2.6572288274765015,2.3095354328155517,0.002892140965908766,0.0004779556323483121
243,2.30672527217865,2.649956449866295,2.3064245223999023,0.0029111916311085223,9.623278293292969e-05
244,2.306622529029846,2.6605678722262383,2.3062879753112795,0.0029099116884171963,0.00043558020249474794
245,2.3051754140853884,2.667921781539917,2.3048347005844114,0.0029140314869582655,0.0004931910494342446
246,2.3033333301544188,2.6498414650559425,2.3030231046676635,0.002914451300166547,0.00018786791135789826
247,2.3082241697311403,2.697248876094818,2.3079003896713255,0.0028670570328831672,0.0003705044887319673
248,2.309521718978882,2.6795710772275925,2.309203328132629,0.002914355792105198,0.00026950149721233175
249,2.3043886337280273,2.6383515298366547,2.304050965309143,0.0028968051094561817,0.000479782015492674
250,2.3034221296310426,2.6577536314725876,2.303098552703857,0.0028998843058943746,0.0003359640978742391
251,2.3022614212036134,2.6476840153336525,2.3015432586669924,0.0028517258502542974,0.004329795314115472
252,2.302751950263977,2.6382554322481155,2.3023282947540284,0.0028898765202611683,0.001346727778611239
253,2.2984072227478025,2.6500785872340202,2.2981083850860595,0.0028625345677137375,0.00012589815916726364
254,2.3013777751922606,2.660625882446766,2.30104208946228,0.002861123478040099,0.0004957550384569913
255,2.296433698654175,2.6492535769939423,2.296071131706238,0.002846631156280637,0.0007789797226432711
256,2.2953466863632204,2.6857717409729958,2.294874782562256,0.002862992186099291,0.0018559958337864373
257,2.2905797662734986,2.639974858611822,2.2902811765670776,0.002874125831760466,0.00011180633146432228
258,2.294805528640747,2.6574598029255867,2.2945025510787964,0.002917598284780979,0.00011222968953370582
259,2.292828779220581,2.6569695994257927,2.2925300846099854,0.002874860944226384,0.00011208446075033862
260,2.2903331174850465,2.640155650675297,2.2895868968963624,0.0028428897745907305,0.004619303395273164
261,2.288737998008728,2.6311470307409763,2.28840802192688,0.00287002672534436,0.0004297367100371048
262,2.29010409450531,2.646011456847191,2.2897530975341795,0.0028176524825394155,0.0006922971493040677
263,2.2898246955871584,2.638816561549902,2.289136413574219,0.0028623931016772985,0.004020388355886098
264,2.286234299659729,2.647873841226101,2.285893991470337,0.0028329132683575153,0.0005700732718396466
265,2.2865194120407106,2.6183901615440845,2.2861359395980836,0.0028672287501394747,0.0009675998441234697
266,2.2840179624557497,2.6613419353961945,2.2837216510772707,0.002812053006142378,0.00015101042859896551
267,2.2850482015609743,2.6475956849753857,2.2846966581344605,0.0028493953999131918,0.0006660672581929248
268,2.284970703125,2.6344288550317287,2.284498058319092,0.0028379991771653296,0.0018885263120755552
269,2.283028851509094,2.6486754789948463,2.282715623855591,0.0027861178256571293,0.00034620745276333763
270,2.285779477119446,2.626737739890814,2.2854338026046754,0.0028125051958486436,0.0006442559297429398
271,2.283149899482727,2.6501161754131317,2.2827516174316407,0.002892615782096982,0.001090238829550799
272,2.2863634605407714,2.6170439049601555,2.286028147697449,0.0028791085574775936,0.0004739875205268618
273,2.2861171255111694,2.6566322036087513,2.2850273637771608,0.0028774991063401103,0.008020172628574074
274,2.2791670513153077,2.634884037077427,2.278806182861328,0.002849561618641019,0.0007590435018646531
275,2.2853777294158935,2.6756765991449356,2.2850846014022825,0.002829482287168503,0.00010180833270715084
276,2.2808635606765746,2.644338347017765,2.28054695892334,0.002854324361309409,0.00031157220236491414
277,2.2813106050491334,2.6284702494740486,2.2810122203826904,0.0028364355731755496,0.000147580582080991
278,2.2802789630889895,2.641986295580864,2.279986746788025,0.0028644662499427796,5.759119919093791e-05
279,2.2790391750335695,2.662713386118412,2.278387758255005,0.00284909800440073,0.0036649965664255434
280,2.2756994314193726,2.623318262398243,2.2752706871032715,0.002854928898625076,0.001432515864726156
281,2.279719988822937,2.6304266154766083,2.2788225288391115,0.0028358233999460935,0.00613869758072542
282,2.2775378379821776,2.623916916549206,2.2772149925231933,0.0028751261793076993,0.0003532797197840409
283,2.2747336511611937,2.619496140629053,2.274442322731018,0.0028589465040713548,5.442731709626969e-05
284,2.2767077293395994,2.6602445989847183,2.27641056060791,0.002849865889176726,0.00012171287726960145
285,2.2803237085342407,2.6765536926686764,2.2800118551254274,0.002836628247052431,0.0002818680927157402
286,2.2776371698379516,2.619480587542057,2.277340287208557,0.0028459771182388067,0.00012280037481104955
287,2.271885520935059,2.6282937601208687,2.271439726829529,0.00283705760166049,0.0016209436335484497
288,2.2734597330093385,2.6417285352945328,2.2731320447921752,0.0028022614754736426,0.00047470016483566724
289,2.272713541984558,2.6473296098411083,2.2719875078201293,0.002844390384852886,0.004415803810581565
290,2.2722772521972656,2.62070195004344,2.271947643280029,0.0028606802448630335,0.00043539439793676137
291,2.2682525157928466,2.629317168146372,2.2679476137161254,0.0028484484385699034,0.00020066356706956867
292,2.267949087142944,2.6122925356030464,2.267606146812439,0.002800572492182255,0.0006288869869022165
293,2.272629717826843,2.633782334625721,2.2723193578720093,0.0028697132570669054,0.00023391791485482828
294,2.2690395994186403,2.643671527504921,2.2687269926071165,0.002852018941193819,0.00027400791947729887
295,2.2733361015319824,2.626300372183323,2.2705145683288572,0.002896695850417018,0.02531873852829449
296,2.268020015716553,2.653172045946121,2.2677222728729247,0.002875781865790486,0.00010181385703617708
297,2.2633662424087526,2.65240478515625,2.263020076751709,0.002935760826803744,0.0005257909176289104
298,2.268030179977417,2.6261484250426292,2.267679762840271,0.0029146455023437738,0.0005896979552635457
299,2.2667442035675047,2.6225504390895367,2.2661569576263427,0.0028864244259893894,0.0029859938411973415
